snr_db,ber
-8,0.25233
-7.5,0.17138
-7,0.115
-6.5,0.06306
-6,0.0307
-5.5,0.01259
-5,0.00418
-4.5,0.00113
-4,0.00034
-3.5,0.00015
-3,0
-2.5,0
-2,0
-1.5,0
-1,0
-0.5,0
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
